Store_Name,Address,Location,Timings,Rating_(reviewers),Phone
Flagship Vidyaranyapura Road,"1242, Bel Layout, Vidyaranyapura Road, Opposite First Block Bus Stop, Bengaluru, Karnataka, 560097",Karnataka,11:00 AM to 10:00 PM, 4.9  (2575) ,7428890144
HSR Layout,"2799/2800, Ground Floor, 27th Main, Sector 1, HSR Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM, 4.9  (761) ,9718519385
Flagship Store Ayodhya Nagar,"4833/12B, Hadgal Complex, Ayodhya Nagar, Dr B.R Ambedkar Road, Kolhapur Circle, Ayodhya Nagar, Beside Uk27 Hotel, Belagavi, Karnataka, 590001",Karnataka,11:00 AM to 09:00 PM, 4.9  (5376) ,7428890148
Sarjapur Main Road,"Plot No 1108, Sarjapur Village & Post, Anekal T, Bengaluru, Karnataka, 562125",Karnataka,10:00 AM to 09:00 PM, 4.8  (117) ,9582426534
"Gandhi Bazaar, Basavanagudi","Shop No 85/4, Vaibhav Apartments, Gandhi Bazaar, Basavanagudi, Ramakrishna Ashram Circle, Bengaluru, Karnataka, 560004",Karnataka,11:00 AM to 09:30 PM, 4.9  (2967) ,7428890150
Babusapalya,"17, CNR Layout Main Rd, Chikka Nanjunda Reddy Layout, Babusapalya, Mallappa Layout, Opposite New Udupi Grand Hotel, Hennur Gardens, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM, 4.9  (761) ,8929689741
Kasturi Nagar,"Ground Floor, 2M-427, NGEF Layout Ward No 84, 2nd G Main Road, B Channasandra, Kasturi Nagar, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM, 4.9  (139) ,9582451747
Flagship Store Court Road,"Ground Floor, Mahalakshmi Towers, Court Road, Near Big Bazaar, Udupi, Karnataka, 576101",Karnataka,11:00 AM to 09:00 PM, 4.9  (3726) ,8929346386
Sanjay Nagar,"Shop No 1, Gmr Layout, D Rajagopal Road, Sanjay Nagar, Rmv Hospital, Geddalahalli, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM, 4.8  (368) ,7428891199
Yeshwanthpur,"No 764/5, Ground Floor, B Narayanaswamappa Road, K N Extension, L N Colony, Yeswanthpur, Bengaluru, Karnataka, 560022",Karnataka,11:00 AM to 09:30 PM, 4.9  (224) ,9582511370
Rajarajeshwari Nagar,"No 22/23, Ground Floor, TR Plaza, 2nd Cross, Halagevaderahalli, Shankarappa Layout, BEML 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:00 PM, 4.9  (743) ,9711619095
Kaikondahalli,"Shop 7 & 8, Sno 19/10, Chikkabellandur Road, Carmelaram, Doddakaneli, Kaikondrahalli, Opposite Dmart, Bengaluru, Karnataka, 560035",Karnataka,11:00 AM to 09:30 PM, 4.7  (668) ,9311773743
General Cariappa Road,"Shop No 1861/A/846, Krishna Arcade, 2Nd Cross Road, General Cariappa Road, Next To Mg Road, K R Extension, Tumkur, Karnataka, 572101",Karnataka,11:00 AM to 09:00 PM, 4.8  (6253) ,7428890166
Mathikere,"17, Ujjini Glitz, Hmt Main Road, Mathikere, Next To Poorvika, Bengaluru, Karnataka, 560056",Karnataka,11:00 AM to 09:30 PM, 4.7  (664) ,8929121695
Flagship Store CMH Road Indiranagar,"No 505, Ground Floor, Kheny Plaza, Chinmaya Mission Hospital Road, Indira Nagar 1st Stage, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 10:00 PM, 4.8  (1586) ,9582611487
Sarjapur Natura Walk,"No 46, Yamare Village, Sarjapur Natura Walk Hobli, Anekal Taluk, Bengaluru, Karnataka, 562125",Karnataka,11:00 AM to 09:00 PM, 4.8  (741) ,9711984244
Hanuman Circle Tenkapet,"VK Paradise, Ground Floor, Moodanidambur Village, Hanuman Circle, Tenkapet, Sanskrit College Road, Udupi, Karnataka, 576101",Karnataka,11:00 AM to 09:00 PM, 5.0  (93) ,7291082898
Cox Town,"Ground Floor, 32/1, Ramakrishnappa Road, Doddakunte Circle, Near Yamaha Service Center, Cox Town, Bengaluru, Karnataka, 560005",Karnataka,11:00 AM to 09:30 PM, 4.9  (498) ,8929082316
Rajaji Nagar 2,"Shop No 706, Ground Floor, 2Nd Stage, 9Th Cross, Dr. Modi Road, Rajaji Nagar, Next To Hotel Kadamba, Bengaluru, Karnataka, 560086",Karnataka,11:00 AM to 09:30 PM, 4.7  (634) ,7428891210
Vijayanagar,"#41, 1st Floor, 17th Cross Road, MRCR Layout, Vijayanagar",Karnataka,11:00 AM to 09:30 PM, 4.7  (1005) ,9582271461
Hosa Road,"Site No 88 & 89, Parappana Agrahara Village, Hosa Road, Opposite Prabhavathi Paradise, Meenakshi Layout, Begur Hobli, South Taluk, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM, 4.8  (133) ,9582596508
"Vijay Nagar, Mysuru","Site No 7696, Vijay Nagar, 2nd Phase, 4th Stage, 80 feet Road, Near Marimallappa School, Devaraja Mohall, Mysuru, Karnataka, 570026",Karnataka,11:00 AM to 09:00 PM, 4.9  (174) ,9582554529
Davanagere,"Shop No 289/5B, Am Arcade, Davanagere, Vidyarthi Bhavan Circle, Davanagere, Karnataka, 577002",Karnataka,11:00 AM to 09:00 PM, 4.9  (3153) ,7428890175
HSR Layout,"Ground Floor, D No 1312, 24Th Main, Sector 2, Hsr Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM, 4.8  (584) ,9811921498
Thanisandra,"Shop No 538, Ground Floor, Rachenahalli Road, Srk Nagar, Thanisandra, Bharath Petroleum Petrol Pump, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM, 4.8  (1113) ,7428891222
Hesarghatta Main Road,"Ground Floor, Sri Lakshmi Arcade, Hesarghatta Main Road, Opposite Ammajj Kalyana Mantap, Bengaluru, Karnataka, 560073",Karnataka,11:00 AM to 09:30 PM, 4.7  (1125) ,7428891223
"JP Nagar, Kothanur","No 10/2, 24th Main Road, Next to Zaitoon Restaurant, JP Nagar, Phase 6, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM, 4.9  (682) ,7428891136
Bagalkote,"Tp No 43, Ground Floor, N B Darbar Complex, Railway Station Road, Infront Of M M Joshi Eye Hospital, Bagalkote, Karnataka, 587101",Karnataka,11:00 AM to 09:00 PM, 5.0  (1391) ,8448310311
Vidya Nagar,"No 06 , Wali Arcade, Opposite J G commerce College, Vidya Nagar, PB Road, Hubballi, Karnataka, 580021",Karnataka,11:00 AM to 09:30 PM, 4.9  (413) ,9582580560
Marathalli,"#88, Outer Ring Road, Near Flyover, Opposite Mega Store, Marathahalli, Bengaluru, Karnataka, 560037",Karnataka,11:00 AM to 09:30 PM, 4.7  (1148) ,9999761456
Sahakarnagar,"Ground Floor, No 2381, D Block, 60 Feet Road, Sahakar Nagar, Near Ccd & Sbi Bank, Bengaluru, Karnataka, 560092",Karnataka,11:00 AM to 09:30 PM, 4.9  (1594) ,7838237265
Surathkal,"Survey No 2-35/2, Khata No 3542 & 2-35/6, Hosabettu, Surathkal, Mangaluru, Karnataka, 575019",Karnataka,11:00 AM to 09:00 PM, 4.9  (44) ,7291097439
Savalanga Road,"Shop No 2, Ground Floor, Jj Complex, Savalanga Road, Near Usha Nursing Home, Shimoga, Karnataka, 577201",Karnataka,11:00 AM to 09:00 PM, 4.8  (3208) ,7428890189
Hennur,"Ground Floor, Hennur Cross, Hennur Main Road, Hennur, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM, 4.9  (1446) ,8929338667
Flagship Store at Chandra Layout,"Shop No 106, 1St Main Road, Chandra Layout, Opposite Polar Bear, Bengaluru, Karnataka, 560040",Karnataka,11:00 AM to 09:30 PM, 4.8  (1723) ,9643321229
Flagship Store at RR Nagar,"Shop No 826, Paramount Building, Beml 3Rd Stage, Rajarajeshwari Nagar, Opposite Dr. Ambedkar Park, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:30 PM, 4.9  (4076) ,7428891230
R T Nagar,"Ground Floor, No 5/3, 1St Main, 2Nd Cross, Rahmath Nagar, Rt Nagar Post, Opposite To India Oil Pump, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 09:30 PM, 4.8  (1824) ,7838195385
RNS Road,"RNS Road, Chaitanya Nagar, Opposite Giant School, Rajendra Nagar, Hubli, Karnataka, 580030",Karnataka,11:00 AM to 09:30 PM, 4.9  (328) ,7291823825
Forum Mall,"Shop No 8 & N 5, Lgf, Forum Mall, Hyder Ali Road, Nazarbad Mohalla, Mysuru, Karnataka, 570010",Karnataka,11:00 AM to 09:30 PM, 4.9  (2898) ,7428891237
Varthur,"No 184/1, Varthur Main Road, Varthur Village, Near Vinayaka Theatre, Bengaluru, Karnataka, 560087",Karnataka,11:00 AM to 09:30 PM, 4.7  (855) ,8929085950
Banashakari,"595, 24Th Cross Road, Siddanna Layout, Banashakari 2Nd Stage, Banashakari, White Gold, Bengaluru, Karnataka, 560070",Karnataka,10:30 AM to 09:00 PM, 4.6  (64) ,9582271439
Kothanur,"#1,2 Hennur Main Road, Kothanur, Near Bharat Petroleum, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM, 4.8  (1211) ,8929440588
Harlur Main Road,"#2466/2310, 4, 4(B), 3(B), G2, Ground Floor, Harlur Main Road, Anjanadri Sriharsh, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM, 4.8  (370) ,9654531512
HSR 27th Main Road,"#339, HSR 27th Main Road, Near Kapoor Cafe, Sector 2, HSR Layout, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 09:30 PM, 4.9  (80) ,9582602889
Coles Road,"86/3, Ground Floor, Coles Road, Cleveland Town, Pulikeshi Nagar, Bengaluru, Karnataka, 560005",Karnataka,11:00 AM to 09:30 PM, 4.9  (1109) ,9548147148
Vidya Nagar,"35498/23, Vidya Nagar, Ramakrishna Layout, Unkal Village, Hubli, Karnataka, 580030",Karnataka,11:00 AM to 09:30 PM, 4.8  (1237) ,8929342563
Reva College Sathanur,"Sy No 190-191, Site No 54/108, Chinna Complex, No 5, Bagalur Main Road, Niranthara Layout, Kattigenahalli, Sathanur, Near Reva College, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM, 5.0  (284) ,9582612589
Orion Mall Gateway,"Shop No 106, First Floor, Brigade Gateway, Malleshwaram West, Orion Mall Gateway, Bengaluru, Karnataka, 560055",Karnataka,10:30 AM to 10:00 PM, 4.7  (979) ,7428891251
Balagere,"Ground Floor Old Katha No 290/31/2/02/02, New No 31/2, Balagera Main Road, Varthur Ward No 149, Bengaluru, Karnataka, 560087",Karnataka,11:00 AM to 09:30 PM, 4.7  (771) ,8929597441
Varthur,"No 6, C Block Green Field Hub Hoskote, Seegahalli, Whitefield, , Seegahalli, Bengaluru, Karnataka, 560067",Karnataka,11:00 AM to 09:30 PM, 4.8  (1491) ,8929032767
Brestwarpet,"No 11-2-61 & 62, Sangeeta Arcade, Bresthwarpet, Near Gandhi Chowk, Bresthwarpet, Opposite Kanva Hospital, Raichur, Karnataka, 584101",Karnataka,11:00 AM to 09:00 PM, 4.9  (2003) ,7428890217
Nelamangala,"Site No 34, Vinayaka Nagar, Nelmangala Main Road, Bengaluru, Karnataka, 562123",Karnataka,11:00 AM to 09:30 PM, 4.9  (702) ,7291812942
Gokak,"Shop No 1, Anand Talkies Road, Hospet Galli, Near Anmol Hotel Complex, Gokak, Karnataka, 591307",Karnataka,11:00 AM to 09:00 PM, 5.0  (3061) ,8929261493
Kolar,"No 962 & 963, Nagaraj Building Gandhivana, Mg Road, Near Town Police Station, Kolar, Karnataka, 563101",Karnataka,11:00 AM to 09:00 PM, 4.9  (1991) ,8929270250
T C Palya,"Shop No 11/2, Lorven Leo Apartments, Tc Palya Main Road, K R Puram, Near Axis Bank, Bengaluru, Karnataka, 560016",Karnataka,11:00 AM to 09:30 PM, 4.8  (963) ,7428891259
Mall Of Mysore,"C1, First Floor, Mall Of Mysore, FF14, MG Road, Indiranagar Extension, Nazarbad Mohalla, Near Mysuru Race Club, Mysuru, Karnataka, 570010",Karnataka,11:00 AM to 09:30 PM, 4.9  (509) ,8743826180
Indiranagar 2,"Shop No 483, Signature Square, 100 Feet Road, Indiranagar, Near Pizza Hut, Bengaluru, Karnataka, 560038",Karnataka,11:00 AM to 09:30 PM, 4.8  (1404) ,7428891266
Infantry Road,"Plot No 15, Ground Floor, Infantry Road, Near Vasavi High School, Ballari, Karnataka, 583101",Karnataka,11:00 AM to 09:00 PM, 4.9  (2087) ,7428890235
RR Nagar,"1163, Nehru Road, Beml 3Rd Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka, 560098",Karnataka,11:00 AM to 09:00 PM, 4.9  (988) ,7065264576
Ballari,"Plot No 09, New Ward No 01, Parvathi Nagar, Ballari, Near Hdfc Bank, Ballari, Karnataka, 583103",Karnataka,11:00 AM to 09:00 PM, 4.9  (1668) ,7428890262
Kuvempu Nagar,"Ground Floor, Asian Bussines Center, Kuvempu Nagar, Beside Asian Mall, Kalaburagi, Karnataka, 585102",Karnataka,11:00 AM to 09:00 PM, 4.9  (2799) ,7428890243
Flagship Store at Banaswadi,"Shop No 19B, Ground Floor, Tamarind, 100 Feet Road, Banaswadi, Opposite Bata Showroom, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM, 4.7  (1559) ,7428891283
Heggannahalli,"No 170, Hegganahalli, Main Road, Vishwaneedam Post, Opppsite New Udupi Grand, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM, 4.9  (862) ,7428890264
Bhartiya City Mall,"Upper Ground Floor 35, Bhartiya City Mall, Chhokkanahalli Village, Yelahanka Hobli Bhartiya City, Thanisandra Main Road, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM, 4.8  (269) ,8743092780
Royal Meenakshi Mall,"Shop No S5, Second Floor, Bannerghatta Main Road, Royal Meenakshi Mall, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM, 4.8  (1541) ,7428891286
Ramamurthy Nagar,"Ground Floor, Chinnappa Layout, Main Road, Bovi Colony, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",Karnataka,11:00 AM to 09:30 PM, 4.9  (627) ,9319375299
Ganga Nagar,"Ground Floor, Ganga Nagar, Cbi Road, Hmt Layout, Hebbal, Opposite Shrine Of St.Jude Thaddeus Church, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 10:00 PM, 4.9  (1683) ,9643381477
Jigani,"No 49 1St Phase, Near Apc Circle, Bannerghatta Anekal Road, Jigani Industrial, Bengaluru, Karnataka, 560105",Karnataka,11:00 AM to 09:30 PM, 4.9  (1403) ,8929342533
RMZ Galleria Mall,"Lower Ground Floor, Ambedkar Colony, Rmz Galleria Mall, Opposite Tanishq, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 10:00 PM, 4.9  (1564) ,7428891292
Singasandra,"A Block, Aecs Layout, Singasandra, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:30 PM, 4.9  (915) ,8929344659
Flagship Store HSR Layout,"Shop No 16, 17Th Cross Road, 9Th Main, Sector 7, Hsr Layout, Behind Bda Complex, Bengaluru, Karnataka, 560102",Karnataka,11:00 AM to 10:00 PM, 4.5  (2364) ,7428891293
JP Nagar,"No 301, E Block, JP Nagar, Layout Nachahalli, Khille Mohalla, Mysuru, Karnataka, 570008",Karnataka,11:00 AM to 09:00 PM, 4.9  (236) ,9582612295
Flagship Store Doddakannahalli,"Shop No 121/3, Supreme Arcade, Sarjapur Road, Doddakannahalli, Next To Indian Oil Petrol Pump, Bengaluru, Karnataka, 560035",Karnataka,10:30 AM to 09:30 PM, 4.7  (1858) ,9654731294
Flagship Store Jayanagar,"No 242/29, First Floor, Manandi Arch, 9Th Main Road, 3Rd Block, East Jayanagar, Jayanagar, Bengaluru, Karnataka, 560011",Karnataka,11:00 AM to 09:30 PM, 4.8  (1447) ,9811271534
Udgir Road,"CMC No 8-9-448, Kamshetty Complex, Udgir Road, Bidar, Karnataka, 585403",Karnataka,11:00 AM to 09:00 PM, 4.9  (2547) ,7303815816
Tilakwadi,"Shop No 1049/A/1, Swami Samarth Arcade, Khanapur Road, Tilakwadi, Near Datt Mandir, Belgaum, Karnataka, 590006",Karnataka,11:00 AM to 09:00 PM, 4.9  (2341) ,7428890256
"Bhuvaneswari Nagar, Hebbal","Ground Floor, Siri Square 26, 4Th A Croos, Dasarahalli Main Road, Bhuvaneshwari Nagar, Hebbal, Bengaluru, Karnataka, 560024",Karnataka,11:00 AM to 09:30 PM, 4.8  (628) ,7303577578
Bagalur,"Ground Floor, 2Nd Cross, Bagalur Main Road, Vinayak Nagar, Kattigenahalli, Bagalur Main Road, Bengaluru, Karnataka, 560064",Karnataka,11:00 AM to 09:30 PM, 4.9  (1125) ,8587908848
Davanagere,"Door No 2767, MCC B Block, 3Rd Cross, Davanagere, Karnataka, 577004",Karnataka,11:00 AM to 09:00 PM, 4.9  (2092) ,7303633634
Koppikar Road,"Shop No 10, Ground Floor, Eureka Corner, Koppikar Road, Eureka Building, Hubli, Karnataka, 580020",Karnataka,11:00 AM to 09:00 PM, 4.9  (2071) ,7428890260
Wilson Garden Road,"No 5 & Old No 165, 4Th Main, Wilson Garden Road, Wilson Garden, Beside Hotel Prashanth, Bengaluru, Karnataka, 560027",Karnataka,11:00 AM to 09:30 PM, 4.8  (775) ,8929808984
Maruthi Nagar,"WJC7+897, Maruthiï¿½Nagarï¿½Main Road, Old Madiwala, Near More Supermarket, Chikka Madivala, 1st Stage, BTM Layout, Bengaluru, Karnataka, 560068",Karnataka,11:00 AM to 09:00 PM, 4.9  (47) ,9643824565
KR Puram,"Ground Floor No 198/A, Shankar Mutt Road, Kr Puram, Kr Puram, Hassan, Karnataka, 573201",Karnataka,11:00 AM to 09:00 PM, 4.9  (5748) ,7303457458
Basaveshwara Nagar,"#579, Shankari Avenue, Siddaiah Puranik Road, 3Rd Stage, 4Th Block, Basaveshwaranagar, Basaveshwaranagar Main Road, Bengaluru, Karnataka, 560079",Karnataka,11:00 AM to 09:30 PM, 4.6  (475) ,9582670929
Nexus Shantiniketan,"Shop No 5, Lower Ground Floor, Nexus Shantiniketan Mall, Itpl Main Road, Opposite Manipal Hospital, Whitefield, Bengaluru, Karnataka, 560067",Karnataka,10:30 AM to 09:30 PM, 4.7  (1542) ,9643991310
Dharwad,"No 494/B/16/G, G-1, Nh-4, Pb Road, Shivananda Nagar, Near Hubli Toll Naka, Dharwad, Karnataka, 580004",Karnataka,11:00 AM to 09:00 PM, 4.8  (2142) ,8929335375
JP Nagar 8th Phase,"No 30/A 3Rd, Block Layout, Jp Nagar 8Th Phase, Jp Nagar, Near Vishal Mart, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM, 4.9  (950) ,8447914974
Ayyapanagar,"#1 & 2, Surya Manson, Ayyappa Nagar, Kodigehalli Road, Krishnarajapura, Bengaluru, Karnataka, 560049",Karnataka,10:00 AM to 09:30 PM, 4.9  (883) ,8512050875
Nehru Nagar,"PB Road, Nehru Nagar, Mujawar Acrade, Belagavi, Karnataka, 590010",Karnataka,11:00 AM to 09:30 PM, 4.9  (258) ,7291042630
"Flagship Store JP Nagar, 7th Phase","Shop No 17, Rbi Layout, , Jp Nagar, 7Th Phase, Karnataka Bank, 10Th A East Cross Road, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM, 4.8  (2415) ,7428891314
Sultanpalya,"No 43, Shop No 1&2, Sultan Palya Main Road, Rt Nagar, Near Laxmi Gold Paradise, Bengaluru, Karnataka, 560032",Karnataka,11:00 AM to 09:30 PM, 4.9  (1045) ,8929328753
Kuvempunagara,"Mig 2, Ground Floor, New Kantharaja Urs Road, Kuvempunagara, Near Sri S. Nijalingappa Circle, Mysuru, Karnataka, 570023",Karnataka,11:00 AM to 09:00 PM, 4.9  (6840) ,7428890271
Lingad Gudi Road,"Parekh Arcade, Sharan Nagar, Lingad Gudi Road, Near Signature Mall, Bijapur, Karnataka, 586103",Karnataka,11:00 AM to 09:00 PM, 4.9  (2100) ,7428890272
Magadi Road,"92, Magadi Main Road, Govindaraja Nagar Ward, Opposite Shell Fuel Station, Vijayanagar, Bengaluru, Karnataka 560040",Karnataka,11:00 AM to 09:30 PM, 4.9  (41) ,9873906797
Mallathalli,"No 5 & 6, Gidada Konnenahalli, Muddinapalya Main Road, ITI Layout, Mallathalli, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM, 4.9  (871) ,8447930692
Devanahalli,"Matru Arcade, 333 19Th Ward, Bb Road, Devanahalli Town, Bengaluru, Karnataka, 562110",Karnataka,11:00 AM to 09:30 PM, 4.9  (706) ,8929436426
Byadrahalli,"No 15 Balaji Nagar, Magadi Main Road, Vishwaneedam Post Bydrahalli, Opposite College Stop, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM, 4.9  (996) ,8929306414
Flagship Store Banashankari,"Shop No 214, 15Th Main, 24Th Cross, Banashankari 2Nd Stage, Near Bda Complex, Bengaluru, Karnataka, 560070",Karnataka,11:00 AM to 09:30 PM, 4.8  (1928) ,7428891328
Andrahalli,"Ground Floor, 38 Md Complex, Doddanna Layout, Andrahalli, Bengaluru, Karnataka, 560091",Karnataka,11:00 AM to 09:30 PM, 5.0  (1376) ,8929327932
New Bel Road,"No 004/B, Ground Floor, Devasandra Layout, New Bel Road, Next To Subway, Bengaluru, Karnataka, 560094",Karnataka,11:00 AM to 09:30 PM, 4.9  (1324) ,7303563564
Btm Layout,"Shop No 2, Building No 805/A, Pid No-65-94-805/A, 7Th Cross Road, Btm Layout, 2Nd Stage, Btm Layout, Opposite Wild Craft, Bengaluru, Karnataka, 560076",Karnataka,11:00 AM to 09:30 PM, 4.9  (855) ,8929261833
Flagship Store Kathriguppe,"#4, 6th Block, 3rd Phase, 80 Feet Road, Near Big Bazaar, 3rd Phase, Kathriguppe, Banashankari, Bengaluru, Karnataka, 560085",Karnataka,11:00 AM to 09:30 PM, 4.9  (1692) ,8447725949
Saraswathipuram,"2904/1, Khada No Ch 66, Kantharaj Urs Road, Saraswathipuram, Beside Fire Brigade, Mysuru, Karnataka, 570009",Karnataka,11:00 AM to 09:00 PM, 4.9  (2482) ,8929342669
Gangavathi,"17Th Ward, 4-1-57/A Mirajkar Complex, Bus Stand Road, Opposite Yashodha Hospital, Gangavathi, Karnataka, 583227",Karnataka,11:00 AM to 09:00 PM, 4.9  (942) ,8929337386
Malleshwaram,"Ground Floor, 2Nd Main Road, Sampige Road, Malleshwaram, Bengaluru, Karnataka, 560036",Karnataka,11:00 AM to 09:30 PM, 4.7  (822) ,9818841601
Flagship Store Kammanahalli,"Ground Floor, 4Th Cross, 2Nd Block, Vp Plaza Mall, Kalyan Nagar, Kammanahalli, Opposite Shoba Central, Bengaluru, Karnataka, 560043",Karnataka,11:00 AM to 09:30 PM, 4.8  (1914) ,7428891338
Ayyappa Nagar,"#2, Gokul Mansion, Ayyappa Nagar, Devasandra, Kr Puram, Opposite Krishna Community Hall, Bengaluru, Karnataka, 560036",Karnataka,11:00 AM to 09:30 PM, 4.7  (684) ,8448221596
Saptapur Road,"Ground Floor, Shop 1 & 2, Last Loukya Complex, Bus Stop, Haliyal Road, Vijyanand Nagar, Saptapur, Dharwad, Karnataka 580001",Karnataka,11:00 AM to 09:30 PM, 4.9  (188) ,8364061987
Kasavanahalli,"Shop No 53/1, Central Jail Road, Kasavanahalli, Sarjapur, Kasavanahalli, Opposite Vishnu Grand Hotel, Bengaluru, Karnataka, 560035",Karnataka,11:00 AM to 09:30 PM, 4.8  (904) ,7428891341
Kengeri Satellite 2,"1121, 1st Main Road, Kengeri Satellite 2, Railway Station Road, Beside Sri Krishna Grand Hotel, Bengaluru, Karnataka, 560060",Karnataka,11:00 AM to 09:30 PM, 4.9  (58) ,8105169084
Udupi,"G4, Ground Floor, Mandavi Royal Prince, Kunjibettu, Opposite Kunjibettu Post Office, Udupi, Karnataka, 576102",Karnataka,11:00 AM to 09:00 PM, 4.9  (2819) ,7428890295
Vijayanagar RPC Layout,"2373/B, SMS Arcade Building, Vijay Nagar, RPC Layout, Dub Road, Bengaluru, Karnataka, 560040",Karnataka,11:00 AM to 09:30 PM, 4.9  (405) ,8743827926
Station Road,"Ward No 1, Sardar Mehaboob Ali khan Road, Hubli City, Taluka Ward No 46, Municipal No 2724, Near Station Road, Hubli, Karnataka, 580028",Karnataka,11:00 AM to 09:30 PM, 5.0  (94) ,8364062908
Flagship Store Electronic City,"Snn Raj Neeladri, Bettadasanapura, Near Neeladri Nagar, Electronic City, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM, 4.8  (5881) ,7428891348
Hulimavu,"Ground Floor, No 5, Dr. MV Road, 2nd Block, Opposite Nano Hospital, Aicobo Nagar, 6th Stage, BTM Layout, Hulimavu, Bengaluru, Karnataka, 560078",Karnataka,11:00 AM to 09:30 PM, 4.6  (561) ,7428891350
Brigade Orion Uptown Mall,"Unit No108, First Floor, Brigade Orion Uptown Mall, Huskur Village, Bidaarahalli, East Taluk, Hobli, Brigade Orion Uptown Mall, Bengaluru, Karnataka, 560049",Karnataka,10:30 AM to 10:00 PM, 4.8  (882) ,8447728798
Hospet,"Ward No 11, Door No 110A-110A1-110A2, College Road, Jabbal Area, Ballary, Hospet, Karnataka, 583201",Karnataka,11:00 AM to 09:00 PM, 4.9  (3161) ,9717781353
